timestamp,open,high,low,close,volume
1625486400000,33421.92,33774.79,33402.29,33604.9,0.158116
1625500800000,33604.9,34256.24,33187.09,34122.71,0.167577
1625515200000,34122.71,34193.77,33684.44,33704.41,0.167898
1625529600000,33704.41,34159.84,33663.88,33919.73,0.169061
1625544000000,33919.73,34945.71,33919.73,34883.04,0.485204
1625558400000,34883.04,35098.33,33751.63,34092.15,1.409171
1625572800000,34092.15,34465.38,33802.55,34048.11,0.644425
1625587200000,34048.11,34127.58,33578.49,34014.9,0.473002
1625601600000,34014.9,34276.54,33683.58,34224.45,0.62172
1625616000000,34224.45,34485.65,33967.55,34439.98,0.234672
1625630400000,34439.98,34900.36,34381.59,34708.19,0.197448
1625644800000,34708.19,34972.66,34475,34832.06,0.463488
1625659200000,34832.06,35008.17,34489.7,34533.69,0.62409
1625673600000,34533.69,34796.33,34437.62,34628.8,0.614522
1625688000000,34628.8,34628.8,33800.68,33865.3,2.79012
1625702400000,33865.3,33921.53,33083.06,33320.02,1.156878
1625716800000,33320.02,33471.03,32300,32486.78,3.360095
1625731200000,32486.78,32727.68,32300.01,32695.91,1.518398
1625745600000,32695.91,32977.09,32235.82,32910.02,10.315127
1625760000000,32910.02,33134.73,32653.41,33013.84,1.807317
1625774400000,33013.84,33037.34,32517.62,32892.17,0.173255
1625788800000,32892.17,33083.07,32307.11,32940.49,0.180192
1625803200000,32940.49,33275.79,32770.03,32879.37,0.492922
1625817600000,32879.37,33057.7,32628.4,32773.07,3.69496
1625832000000,32773.07,33650.23,32646.36,33556.02,4.07518
1625846400000,33556.02,33680.38,33313.33,33446.97,0.280537
1625860800000,33446.97,34077.01,33388.97,33815.88,0.830561
1625875200000,33815.88,34233.49,33664.69,33786.14,0.511016
1625889600000,33786.14,33906.89,33488.63,33767.18,0.21319
1625904000000,33767.18,33905.95,33568.17,33797.49,1.236572
1625918400000,33797.49,33919.29,33657.51,33883.11,0.355735
1625932800000,33883.11,34165.15,33267.42,33411.45,1.462725
1625947200000,33411.45,33686.95,33055.38,33509.32,0.388896
1625961600000,33509.32,33800.18,33409.43,33452.24,0.433034
1625976000000,33452.24,33645.59,33326.11,33507.3,0.223239
1625990400000,33507.3,33842.95,33441.27,33818.9,1.579362
1626004800000,33818.9,34004.26,33671.86,33949.49,8.667634
1626019200000,33949.49,34094.9,33812,33894.56,0.701058
1626033600000,33894.56,34586.63,33754.01,34246.51,2.172115
1626048000000,34246.51,34519.23,34088,34454.97,0.183072
1626062400000,34454.97,34650,34176.78,34281.8,0.244489
1626076800000,34281.8,34470.01,33533.08,33533.08,0.677251
1626091200000,33533.08,33640.5,33280.44,33346.64,4.067213
1626105600000,33346.64,33425.36,32796,32834.22,6.001843
1626120000000,32834.22,33266.24,32665.68,33109.63,1.927798
1626134400000,33109.63,33228.97,32850,33076.54,3.217031
1626148800000,33076.54,33324.49,32746.18,33175.86,2.323985
1626163200000,33175.86,33317.95,32928.94,33043.36,2.123589
1626177600000,33043.36,33046.67,32297.48,32789.08,3.184844
1626192000000,32789.08,32924.15,32268.86,32268.86,1.648175
1626206400000,32268.86,32729.8,32206.81,32715.61,0.313751
1626220800000,32715.61,32796.34,31666,31841.28,2.037491
1626235200000,31841.28,32008.26,31691.02,31914.13,2.251804
1626249600000,31914.13,32660.74,31605.25,32440.07,2.75683
1626264000000,32440.07,32960.72,32291.42,32786.01,2.658381
1626278400000,32786.01,33074.3,32589.99,32728.36,1.75323
1626292800000,32728.36,33028.76,32700.59,32823.9,0.327494
1626307200000,32823.9,33167.42,32655.24,32658.54,1.602536
1626321600000,32658.54,32681.01,32369,32471.24,1.638298
1626336000000,32471.24,32600.55,31816.8,31883.51,13.542398
1626350400000,31883.51,32113.96,31510,31694.54,12.978827
1626364800000,31694.54,31766.5,31150,31541.32,12.993553
1626379200000,31541.32,31883.51,31531,31861.82,7.17613
1626393600000,31861.82,32039.77,31575.48,31920.24,7.186886
1626408000000,31920.24,32020.23,31563.68,31754.15,6.921703
1626422400000,31754.15,31766.77,31042.08,31086.41,15.347853
1626436800000,31086.41,32192.39,31086.41,32126.07,7.855878
1626451200000,32126.07,32235.05,31823.95,31902.34,6.947047
1626465600000,31902.34,31965.02,31343.33,31390.98,5.331635
1626480000000,31390.98,31619.8,31170,31313.78,5.962058
1626494400000,31313.78,31592.62,31196.58,31519.97,2.052337
1626508800000,31519.97,31970.57,31263.18,31396.13,3.265846
1626523200000,31396.13,31767.89,31351.79,31762.46,1.542349
1626537600000,31762.46,31904.46,31547.04,31835.37,1.67665
1626552000000,31835.37,31897.09,31495.79,31512.99,1.999856
1626566400000,31512.99,32416.17,31478.04,32155.01,15.475066
1626580800000,32155.01,32186.12,31683.86,31700,2.90105
1626595200000,31700,31854.03,31598.48,31796.88,5.814715
1626609600000,31796.88,31843.72,31150,31384.28,11.845102
